Module,Object,Type,Path,,
clinicianView,clearDesignsFromCharts,XPATH,//*[@id='clear_selected_designs'],,
clinicianView,modelcard_ScoreLabel,XPATH,//*[@id='baseballcard_subtitle']/p/div/div[1]/p[1],,
clinicianView,modelcard_RobustnessScoreLabel,XPATH,//*[@id='baseballcard_subtitle']/p/div/div[2]/p[1],,
,,,,,
clinicianView,modelcard_SummaryButtonLabel,XPATH,//*[@id='summary_button'],,
clinicianView,modelcard_InputLabel,XPATH,//*[@id='collapsSummary']/div/div/div[1]/div/div/div[1],,
clinicianView,modelcard_DesignsLinkLabel,XPATH,//*[@id='modelcard_tabs']/li[1]/a,,
clinicianView,modelcard_ScenariosLinkLabel,XPATH,//*[@id='modelcard_tabs']/li[2]/a,,
clinicianView,modelcard_FinancialsLinkLabel,XPATH,//*[@id='modelcard_tabs']/li[3]/a,,
clinicianView,modelcard_OutputsLabel,XPATH,//*[@id='collapsSummary']/div/div/div[2]/div/div/div[1],,
Project,Project_NewProjectButton,XPATH,//button[@id='btnNewProject'],,
Project,Project_ProjectNameTextBox,XPATH," //input[@name=""projectName""]",,
Project,Project_ProtocalIDTextBox,XPATH,"//input[@id=""protocolID""]",,
Project,Project_ProgramTextBoxDropDownField,XPATH," //label[text()=""Program""]/following::div[contains(@class,""input"")][1]",,
Project,Project_SelectFirstOptionOnProgramDropdown,XPATH,"//div[contains(@id, 'option-1')][1]",,
Project,Project_IndicationDropdownField,XPATH," //label[text()='Indication']/following::div[contains(@class,'input')][1]",,
Project,Project_SelectFirstOptionForIndicationDropdown,XPATH,"//div[text()=""Metastatic Cancer""]",,
Project,Project_SaveButtonOnNewProjectWindow,XPATH,"//button[@id=""save""]",,
Platform,Project_TimeUnitDropdownClick,XPATH,//label[text()='Time Unit'] //following::div[1],,
Platform,Project_TimeUnitDropdownValueDay,XPATH,//div[text()='Day'],,
plans,plans_subjectObjectiveDropdown,XPATH,(//select[@id='studyObjective-0'])[1],,
plans,plans_subjectObjectiveDropdownValue,XPATH,//option[text()='Dose Finding'],,
plans,plans_TargetPopulation,XPATH,//input[@id='populationName-0'],,
designs,designs_link,ID,leftPanel.designs,,
plans,plans_ControlArms,XPATH,(//input[@id='controlArm-0'])[1],,
plans,plans_TreatmentArms,XPATH,//input[@id='treatmentArm-0'],,
,,,,,
designs,designs_HypotesisDrpdown,XPATH,//select[@id='hypothesis-0'],,
designs,designs_NoOfInputFields,XPATH,//input[@id='numberOfEvents-0'],,
designs,designs_SampleSizeInputField,XPATH,//input[@id='sampleSize-0'],,
designs,designs_AllocationRatioInputField,XPATH,//input[@id='allocationRatio-0'],,
designs,designs_TypeOneErrorInputField,XPATH,//input[@id='type1Error-0'],,
designs,designs_StatisticsDrpDownField,XPATH,//select[@id='testStatistics-0'],,
response,response_DistributionDrpdownField,ID,endpointModel_model-0,,
response,response_InputMethodDrpdownField,XPATH,"(//select[contains(@id,""inputMethod"")])[1]",,
response,response_ControlInputField,XPATH,//input[@id='endpointModel_control-0'],,
response,response_HazardRatioInputField,XPATH,//input[@id='endpointModel_hazardRatio-0'],,
response,response_DrpOutTabLink,XPATH,//a[@id='dropout-tab'],,
response,response_ByTimeInputField,XPATH,"(//input[contains(@id,'byTime')])[1]",,
response,response_ByTimeInputFieldStrat,XPATH,"(//input[contains(@id,'byTime')])[6]",,
response,response_DrpOutControlInputField,XPATH,"//input[contains(@id,""Control"")]",,
response,response_DrpOutTreatmentInputField,XPATH,"//input[contains(@id,'Treatment')]",,
response,response_DistributionDrpdownField,XPATH,//select[@name='Distribution'],,
response,response_InputMethodDrpdownField,XPATH,//select[@id='endpointModel_inputMethod-0'],,
response,response_ControlInputField,XPATH,//input[@id='endpointModel_control-0'],,
response,response_HazardRatioInputField,XPATH,//input[@id='endpointModel_hazardRatio-0'],,
response,response_DrpOutTabLinks,XPATH,//a[@id='dropout-tab'],,
response,response_ResponseLink,XPATH,//div[text()='Response'],,
response,response_Scenario1ControlArmInputField,XPATH,//input[@id='controlProportion_0$0-0'],,
response,response_Scenario1Arm1InputField,XPATH,//input[@id='treatmentProportion_1$0-0'],,
response,response_Scenario1Arm2InputField,XPATH,//input[@id='treatmentProportion_2$0-0'],,
response,response_Scenario2ControlArmInputField,XPATH,//input[@id='controlProportion_0$1-1'],,
response,response_Scenario2Arm1InputField,XPATH,//input[@id='treatmentProportion_1$1-1'],,
response,response_Scenario2Arm2InputField,XPATH,//input[@id='treatmentProportion_2$1-1'],,
response,response_addScenarioGeneralTab,XPATH,(//button[text()='Add Scenario'])[1],,
response,response_addScenarioDropoutTab,XPATH,(//button[text()='Add Scenario'])[2],,
response,response_dropoutScenario1ControlArmInputField,XPATH,//input[@id='control_0$0-0'],,
response,response_dropoutScenario1Arm1InputField,XPATH,//input[@id='treatment_1$0-0'],,
response,response_dropoutScenario1Arm2InputField,XPATH,//input[@id='treatment_2$0-0'],,
response,response_dropoutScenario1Arm3InputField,XPATH,//input[@id='treatment_3$0-0'],,
response,response_dropoutScenario1Arm4InputField,XPATH,//input[@id='treatment_4$0-0'],,
response,response_dropoutScenario2ControlArmInputField,XPATH,//input[@id='control_0$1-1'],,
plans,plans_followUpTimeEP1,XPATH,"//*[@id=""followUpTime-0""]",,
plans,plans_EndPointsNameEP1,XPATH,"//*[@id=""endpointName-0""]",,
plans,betterResponse_EP1,XPATH,"//*[@id=""betterResponse-0""]",,
,,,,,
Enrollment,Enrollment_AverageSubjectEnrolled,XPATH,//input[@name='avgPatientsEnrolled'],,
Project,Project_PlanDropDown,XPATH,"(//label[text()='Plan']//following-sibling::div[contains(@class,""input-group input-group"")])[1]",,
collections,Project_PlanDropDownValueOne,XPATH,"(//label[text()='Plan']//following-sibling::div[contains(@class,""input-group input-group"")][1]//following::div[text()='Plan 1'])[1]",,
Collections,Collections_DesignDropdownIcon,XPATH,"//label[text()=""Design Set(s)""]/following::div[1]",,
Collections,Collections_DesignSetdropdownValueOne,XPATH, (//span[@class='design-select-option' and @title='Design Set 1' ]),,
Collections,Collections_PopulationDropdown_Icon,XPATH," //label[text()=""Response Set(s)""]/following::div[1]",,
Collections,Collections_PopulationDropdownValue,XPATH,"//span[contains(@title,'Response Set')]",,
Collections,Collections_EnrollmentDropdown_Icon,XPATH," //label[text()=""Enrollment Set(s)""]/following::div[1]",,
Collections,Collections_EnrollmentSetdropdownValue,XPATH,"//span[contains(@title,'Enrollment Set')]",,
Project,Project_InputAdvisorSaveButton,XPATH, //button[@id='save'],,
,,,,,
designs,designs_HypotesisDrpdown_Card2,XPATH,//select[@id='hypothesis-1'],,
designs,designs_NoOfEvents_Card2,XPATH,//input[@id='numberOfEvents-1'],,
designs,designs_Samplesize_Card2,XPATH,//input[@id='sampleSize-1'],,
designs,designs_Samplesize_Card3,XPATH,//input[@id='sampleSize-2'],,
designs,designs_AllocationRatio_Card2,XPATH,//input[@id='allocationRatio-1'],,
designs,designs_Type1Error_Card2,XPATH,//input[@id='type1Error-1'],,
designs,designs_Type1Error_Card3,XPATH,//input[@id='type1Error-2'],,
designs,design_allocationRatio_Card3,XPATH,//input[@id='allocationRatio-2'],,
designs,design_type1Error_Card3,XPATH,//input[@id='type1Error-2'],,
designs,designs_StatisticalDesign_Card3,XPATH,//select[@id='statisticalDesign-2'],,
designs,designs_StatisticalDesign_Card4,XPATH,//select[@id='statisticalDesign-3'],,
designs,designs_EarlyStoppingFutilityCheckbox_Card3,ID,futility-0_2,,
designs,designs_EarlyStoppingFutilityCheckbox_Card4,ID,futility-0_3,,
designs,designs_EarlyStoppingEfficacyCheckbox_Card2,ID,efficacy-0_1,,
designs,designs_EarlyStoppingEfficacyCheckbox_Card4,ID,efficacy-0_3,,
designs,designs_EarlyStoppingIA5EfficacyCheckbox_Card4,ID,efficacy-4_3,,
designs,designs_EarlyStoppingRatioOfRatesThreshold1_Card4,ID,threshold-0,,
designs,designs_EarlyStoppingRatioOfRatesThreshold2_Card4,ID,threshold-1,,
designs,designs_EarlyStoppingRatioOfRatesThreshold3_Card4,ID,threshold-2,,
designs,designs_EarlyStoppingRatioOfRatesThreshold4_Card4,ID,threshold-3,,
designs,designs_EarlyStoppingRatioOfRatesThreshold5_Card4,ID,threshold-4,,
designs,designs_EarlyStoppingEfficacySpendingFunction_Card3,XPATH,(//select[@id='eff_spendingFunction-2']),,
designs,designs_EarlyStoppingEfficacyInputParam_Card3,XPATH,(//input[@id='eff_parameterGammaFamily-2']),,
designs,designs_EarlyStoppingFutiltyParameterDropdown_Card3,XPATH,(//select[@id='fut_parameterLanDeMets-2']),,
designs,designs_SampleSizeEstimationScaleDroddown_Card3,XPATH,//select[@id='ssr_promisingZoneScale-2'],,
designs,designs_SampleSizeEstimationTargetCondPowerInputField,XPATH,//input[@id='ssr_targetCPforReEstimatingNumEvents-2'],,
designs,designs_SampleSizeEstimation_Card3,XPATH,(//a[text()='Sample Size Re-Estimation']),,
,,,,,
Collections,Collections_DesignSetdropdownValueTwo,XPATH,(//span[@class='design-select-option' and @title='Design Set 2' ]),,
Collections,Collections_DesignSetdropdownValueThree,XPATH,(//span[@class='design-select-option' and @title='Design Set 3' ]),,
Collections,Collections_PopulationDropdownValueTwo,XPATH,"(//span[@class=""design-select-option"" and text()='Response Set 2'])[1]",,
plans,Plans_UseStratificationToggleButton,XPATH,"(//label[contains(text(),'Use Stratification')])[1]",,
plans,Plans_UseStratificationToggleButtonplan2Card2,XPATH,"(//label[contains(text(),'Use Stratification')])[1]",,
plans,Plans_FactorInputFieldCard1,XPATH,"(//input[@id=""factor-0""])[1]",,
plans,Plans_FactorInputFieldCardOne,XPATH,"(//input[@id=""factor-0""])[1]",,
plans,Plans_Level1InputFieldCard1,XPATH,(//input[@id='Level_1-0'])[1],,
plans,Plans_Level3InputFieldFirstCard,XPATH,(//input[@id='Level_3-0'])[1],,
plans,Plans_Level4InputFieldFirstCard,XPATH,(//input[@id='Level_4-0'])[1],,
plans,Plans_Level2InputFieldCard1,XPATH,(//input[@id='Level_2-0'])[1],,
plans,plans_EndPointsType,XPATH,//select[@id='type-0'],,
plans,Plans_ControlArmsField,XPATH,//input[@id='armName-0'],,
plans,Plans_Arm1Field,XPATH,//input[@id='armName-1'],, 
plans,Plans_Arm2Field,XPATH,//input[@id='armName-2'],,
plans,Plans_Arm3Field,XPATH,//input[@id='armName-3'],,
plans,Plans_Arm4Field,XPATH,//input[@id='armName-4'],,
plans,Plans_AddArmButton,XPATH,(//button[@id='add-arm'])[1],,
designs,designs_EarlyStopping_Card2,XPATH,(//a[text()='Early Stopping'])[1],,
designs,designs_StatisticalDesign_Card2,XPATH,//select[@id='statisticalDesign-1'],,
response,response_Level1ControlField,XPATH,(//input[@id='control-0'])[1],,
response,response_Level2ControlField,XPATH,(//input[@id='control-1'])[1],,
response,response_Level1ByTimeField,XPATH,(//input[@id='byTime-0'])[1],,
response,response_Level2ByTimeField,XPATH,(//input[@id='byTime-1'])[1],,
response,response_Level1HazardRatioField,XPATH,(//input[@id='hazardRatio-0'])[1],,
response,response_Level2HazardRatioField,XPATH,(//input[@id='hazardRatio-1'])[1],,
Enrollment,Enrollment_StratificationPrevalenceLevel1Set2InputField,XPATH,//input[@id='set1-2'],,
Enrollment,Enrollment_StratificationPrevalenceLevel2Set2InputField,XPATH,//input[@id='set2-2'],,
Enrollment,Enrollment_StratificationPrevalenceLevel1Set3InputField,XPATH,//input[@id='set1-3'],,
Enrollment,Enrollment_StratificationPrevalenceLevel2Set3InputField,XPATH,//input[@id='set2-3'],,
Enrollment,Enrollment_StratificationPrevalenceLink_Card1,XPATH,//a[text()='Stratification Prevalence'],,
Enrollment,Enrollment_StratificationPrevalenceAddPrevalenceLink_Card1,XPATH,//button[@id='btnAddPrevalenceSet-0'],,
Enrollment,Enrollment_StratificationPrevalenceLevel1Set4InputField,XPATH,//input[@id='set1-4'],,
Enrollment,Enrollment_StratificationPrevalenceLevel2Set4InputField,XPATH,//input[@id='set2-4'],,
,,,,,
designs,designs_EarlyStoppingFutilityCheckbox_Card2,ID,futility-0_1,,
collections,collections_designSet,XPATH,"(//span[contains(text(),'Set ')])",,
Enrollment,enrollment_AddPeriodButton_Card1,XPATH,(//button[@id='btnAddEnrollmentPeriod-0'])[1],,
response,response_ControlProportionalFieldBinaryFlow_Card1,XPATH,"(//input[contains(@id,'controlProportion')])[1]",,
response,response_TreatmentProportionalFieldBinaryFlow_Card1,XPATH,"(//input[contains(@id,'treatmentProportion')])[1]",,
response,response_ProbabilityOfDropoutFieldBinaryFlow_Card1,XPATH,(//input[@id='probabilityofDropout']),,
enrollment,enrolllment_EnrollmentTypeDropdown_Card1,XPATH,(//select[@id='enrollment-periods'])[1],,
,,,,,
enrollment,enrollment_AddGeographyButton_Card2,XPATH,//button[@id='btnAddEnrollmentGeography-1'],,
enrollment,enrolllment_EnrollmentTypeDropdown_Card2_dup,XPATH,//select[@id='enrollment-periods']/option[@value='2'],,
plans,plans_addEndPointButton,ID,btnAddEndpoint,,
plans,plans_EndPointsNameEP2,ID,endpointName-1,,
designs,design_multiComparisonProcedureDropdwn,ID,mcpMethods-0,,
designs,design_MCPoptionRemove,XPATH,"//div[contains(@class,'css-xb97g8 react-select__multi-value__remove')]",,
designs,design_MCPDropdownFallbackOption_Card1,XPATH,//div[text()='Fallback'],,
designs,design_MCPDropdownFixedSequenceOption_Card1,XPATH,//div[text()='Fixed Sequence'],,
designs,design_MCPDropdownFixedSequenceTrendTestOption_Card1,XPATH,//div[text()='Fixed Sequence Trend Test'],,
designs,design_MCPDropdownContainer,XPATH,"//div[contains(@class,'react-select__value-container')]",,
designs,design_differnceFromControlInputField_Card1,ID,futilityInput-0,,
designs,design_AddRuleButton_Card1,ID,multiArmAddButton,,
designs,design_treatmentSectionRule1SelectionDropdown_Card1,XPATH,"//select[@id=""ruleSelection-0""]",,
designs,design_treatmentSectionRule2SelectionDropdown_Card1,XPATH,"//select[@id=""ruleSelection-1""]",,
designs,design_treatmentSectionRule3SelectionDropdown_Card1,XPATH,"//select[@id=""ruleSelection-2""]",,
designs,design_treatmentSectionRule4SelectionDropdown_Card1,XPATH,"//select[@id=""ruleSelection-3""]",,
designs,design_MCPTableallocationRatio1InputField_Card1,ID,allocRatio-1,,
designs,design_MCPTableallocationRatio2InputField_Card1,ID,allocRatio-2,,
designs,design_MCPTableallocationRatio3InputField_Card1,ID,allocRatio-3,,
designs,design_MCPTableallocationRatio4InputField_Card1,ID,allocRatio-4,,
designs,design_MCPTablePropOfAlpha1InputField_Card1,XPATH,(//input[@id='propOfAlpha-1']),,
designs,design_MCPTablePropOfAlpha2InputField_Card1,XPATH,(//input[@id='propOfAlpha-2']),,
designs,design_treatmentSectionLink,XPATH,(//a[text()='Treatment Selection'])[1],,
designs,designs_EarlyStopping_Card3,XPATH,(//a[text()='Early Stopping']),,
enrollment,enrollment_startingAtTimeInputTextField,XPATH,(//input[@id='starting-at-time']),,
enrollment,enrollment_averageSubjectEnrolledInputTextField,XPATH,(//table[@class='table compressed']//tbody//td[3]//input[@id='avg-patients-enrolled']),,
enrollment,enrollment_startTimeInputTextField,XPATH,(//input[@id='site-initiation-time']),,
enrollment,enrollment_enrollmentCapInputTextField,XPATH,(//input[@id='enrollment-cap']),,
enrollment,enrollment_averageSubjectEnrolledRegionalnputTextField,XPATH,"(//input[contains(@value,'Geography')]//following::input[@id='avg-patients-enrolled'])",,
enrollment,enrollment_startingAtTimeInputTextField1,XPATH,(//input[@id='starting-at-time'])[1],,
enrollment,enrollment_startingAtTimeInputTextField2,XPATH,(//input[@id='starting-at-time'])[2],,
enrollment,enrollment_startingAtTimeInputTextField3,XPATH,(//input[@id='starting-at-time'])[3],,
enrollment,enrollment_averageSubjectEnrolledInputTextField1,XPATH,(//input[@id='avg-patients-enrolled'])[1],,
enrollment,enrollment_averageSubjectEnrolledInputTextField2,XPATH,(//input[@id='avg-patients-enrolled'])[2],,
enrollment,enrollment_averageSubjectEnrolledInputTextField3,XPATH,(//input[@id='avg-patients-enrolled'])[3],,
response,response_Scenario1MeanControlArmInputField,XPATH,//input[@id='meanControl_0$0-0'],,
response,response_Scenario1MeanArm1InputField,XPATH,//input[@id='meanTreatment_1$0-0'],,
response,response_Scenario1MeanArm2InputField,XPATH,//input[@id='meanTreatment_2$0-0'],,
response,response_Scenario1MeanArm3InputField,XPATH,//input[@id='meanTreatment_3$0-0'],,
response,response_Scenario1MeanArm4InputField,XPATH,//input[@id='meanTreatment_4$0-0'],,
response,response_Scenario2MeanControlArmInputField,XPATH,//input[@id='meanControl_0$1-2'],,
response,response_Scenario2MeanArm1InputField,XPATH,//input[@id='meanTreatment_1$1-2'],,
response,response_Scenario2MeanArm2InputField,XPATH,//input[@id='meanTreatment_2$1-2'],,
response,response_Scenario2MeanArm3InputField,XPATH,//input[@id='meanTreatment_3$1-2'],,
response,response_Scenario2MeanArm4InputField,XPATH,//input[@id='meanTreatment_4$1-2'],,
response,response_ControlMeanFieldContinuousFlow_Card1,XPATH,(//input[@id='meanControl']),,
response,response_meanTreatmentFlowContinuousFlow_Card1,XPATH,(//input[@id='meanTreatment']),,
response,response_SdControlFleldContinuousFlow_Card1,XPATH,(//input[@id='sdControl']),,
response,response_AddButtonCard,XPATH,//button[@id='add-response-card'],,
login,avatar_button,ID,navbar-dropdown-menu-link-user,,
login,logout_button,ID,sign-out-link,,
login,confirmlogout_button,ID,sign-out-button,,
login,loginagain_button,XPATH,//button[text()='Login'],,
enrollment,enrolllment_enrollmentTypeDropdown_Card3,XPATH,(//select[@id='enrollment-periods'])[3],,
enrollment,enrollment_AddPeriodButton_Card3,ID,btnAddEnrollmentPeriod-2,,
designs,design_interimAnalysisTab_Card1,XPATH,"//*[@id=""early-stopping-tab""]",,
designs,design_addInterimButton_Card1,ID,addRowButton,,
designs,design_analysisSpacingInfoIA2_Card1,ID,analysisSpacing-1,,
designs,design_analysisSpacingInfoIA4_Card1,ID,analysisSpacing-3,,
designs,design_analysisSpacingInfoIA5_Card1,ID,analysisSpacing-4,,
designs,design_thresoldDropdown_Card1,ID,stoprule_threshold-0,,
designs,design_thresoldInputField_Card1,XPATH,(//input[@id='stopruleThreshold-0'])[1],,
designs,design_MCPTableallocationRatio1InputField_Card3,XPATH,(//input[@id='allocRatio-1']),,
designs,design_MCPTableallocationRatio2InputField_Card3,XPATH,(//input[@id='allocRatio-2']),,
designs,design_MCPTableallocationRatio3InputField_Card3,XPATH,(//input[@id='allocRatio-3']),,
designs,design_MCPTableallocationRatio4InputField_Card3,XPATH,(//input[@id='allocRatio-4']),,
designs,designs_SampleSizeInputField_Card3,XPATH,//input[@id='sampleSize-2'],,
collections,collections_designSetText,XPATH,"//span[contains(@title,'Design Set')]",,
designs,designs_HypotesisDrpdownEP1,XPATH,//select[@id='hypothesis-0-0'],,
designs,designs_testStatisticalDrpdownEP1,XPATH,//select[@id='testStatistics-0-0'],,
designs,designs_noOfEventsDrpdownEP1,XPATH,//input[@id='numberOfEvents-0-0'],,
designs,designs_HypotesisDrpdownEP2,XPATH,//select[@id='hypothesis-0-1'],,
designs,designs_testStatisticalDrpdownEP2,XPATH,//select[@id='testStatistics-0-1'],,
designs,designs_noOfEventsDrpdownEP2,XPATH,//input[@id='numberOfEvents-0-1'],,
designs,designs_noOfMarginInputFieldEP2,XPATH,//input[@id='nonInfMargin-0-1'],,
response,response_GeneralSDControlScenario1,XPATH,//input[@id='sdControl_0$0-1'],,
response,response_GeneralSDControlScenario2,XPATH,//input[@id='sdControl_0$1-3'],,
response,response_dropOutSDControlScenario2,XPATH,//input[@id='control_0$1-1'],,
designs,design_subRuleSelectionThresholdInputField1First_Card1,ID,subRuleSelectionThreshold-0,,
designs,design_subRuleSelectionThresholdInputFieldSecond_Card1,ID,subRuleSelectionThreshold-1,,
designs,design_subRuleSelectionThresholdInputFieldThird_Card1,ID,subRuleSelectionThreshold-2,,
designs,design_subRuleSelectionThresholdInputFieldFourth_Card1,ID,subRuleSelectionThreshold-3,,
designs,design_endPointRules_Card1,ID,rules-0,,
designs,design_controlFieldEP1_Card1,ID,controlEP10,,
designs,design_controlFieldEP2_Card1,ID,controlEP20,,
designs,design_hazardFieldEP1_Card1,ID,hazardRatioEP10,,
designs,design_hazardFieldEP2_Card1,ID,hazardRatioEP20,,
collection,collection_ButtonSimulation,ID,simulate-btn,,
response,response_endPointRules_Card2,ID,rules-1,,
response,response_controlFieldEP1_Card2,ID,controlEP11,,
response,response_hazardFieldEP1_Card2,ID,hazardRatioEP11,,
response,response_controlFieldEP2_Card2,ID,controlEP21,,
response,response_hazardFieldEP2_Card2,ID,hazardRatioEP21,,
response,response_corelationDropdownIcon_Card1,XPATH,"(//label[text()='Correlation']//following::div[contains(@class,'react-select__value-container react-select__value-container--is-multi react-select')])",,
response,response_corelationDropdownoptions_Card1,XPATH,"//div[contains(@class,'react-select__option ')]",,
response,response_subRuleDrpdownTTEBinaryFlow_Card1,ID,subrules-0,,
,,,,,
response,response_noOfPiecesDrpdown_Card1,ID,endpointModel_numberOfPieces-0,,
response,response_startingAtTimeFieldRow2TTEBinaryFlow_Card1,ID,startingAtTime1,,
response,response_controlFieldRow2TTEBinaryFlow_Card1,ID,control1,,
response,response_hazardFieldRow2TTEBinaryFlow_Card1,ID,hazardRatio1,,
response,response_startingAtTimeFieldRow3TTEBinaryFlow_Card1,ID,startingAtTime2,,
response,response_controlFieldRow3TTEBinaryFlow_Card1,ID,control2,,
response,response_hazardFieldRow3TTEBinaryFlow_Card1,ID,hazardRatio2,,
plans,plans_secondEndpointType_Card1,ID,type-1,,
response,response_targetNoOfCompletersTTEBinaryFlow_Card1,ID,targetNoofCompleters-0-1,,
response,response_distributionDrpdownFieldDDE_Card1,ID,endpointModel_model-0,,
designs,design_NoOfEventsParitial,XPATH,//input[@id='numberOfEvents],,
inputAdvisor,Landingpage_firstProject,ID,name0,,
inputAdvisor,Plans_ProjectLink,XPATH,//a[text()='Projects'],,
inputAdvisor,Plans_leftpanellink,ID,leftPanel.plans,,
inputAdvisor,Plans_header,ID,lbl-plan,,
inputAdvisor,Plans_StudyObjective,ID,lblStudyObjective-0,,
inputAdvisor,Plans_PhaseDD,ID,lblPhase-0, ,
inputAdvisor,Plans_TargetPopulation,ID,lblTargetPopulation-0,,
inputAdvisor,Plans_TargetPopulationlabel,ID,lblTargetPopulation-0,,
inputAdvisor,Plans_ControlArm,ID,lblControlArm-0,,
inputAdvisor,Plans_TreatmentArm,ID,lblTreatmentArm-0,,
inputAdvisor,Plans_Priority,ID,lblColHdrPriority-0,,
inputAdvisor,Plans_EndpointName,ID,lblColHdrEndpointName-0,,
inputAdvisor,Plans_EndpointType,ID,lblColHdrEndpointType-0,,
inputAdvisor,Plans_BetterResponse,ID,lblColHdrBetterResponse-0,,
inputAdvisor,Plans_FollowupTimeLabel,ID,lblColHdrFollowUpTime-0,,
inputAdvisor,Plans_AddEndpointbutton,ID,btnAddEndpoint,,
inputAdvisor,Plans_UseStratificationLabel,ID,lblUseStratification-0,,
inputAdvisor,Plans_AddButton,ID,btnAddPlan,,
inputAdvisor,Plans_StudyObjectiveDD,XPATH,"(//select[@id=""studyObjective-0""])[1]",,
inputAdvisor,Plans_PopulationTextfield,ID,populationName-0,,
inputAdvisor,Plans_ControlArmTextfield,ID,controlArm-0,,
inputAdvisor,Plans_TreatmentArmTextfield,ID,treatmentArm-0,,
inputAdvisor,Plans_FollowUpContinuous,ID,followUpTime-0,,
inputAdvisor,Plans_PriorityDD,ID,priority-0,,
inputAdvisor,Designs_leftpanellink,ID,leftPanel.designs,,
inputAdvisor,Designs_header,XPATH,//h2[text()='Designs'],,
inputAdvisor,Designs_Card1Label,XPATH,//h3[text()='Design Card 1'],,
inputAdvisor,Designs_AddDesign,ID,add-design-card,,
inputAdvisor,Designs_StatisticalDesignDDLabel,ID,lblStatisticalDesign-0,,
inputAdvisor,Designs_PlanDD,ID,lblDesignSelectedPlan-0,,
inputAdvisor,Designs_Card1,XPATH,"//button[@id=""card-0""]",,
inputAdvisor,Designs_TargetpopLabel,XPATH,(//td[text()='Target Population'])[1],,
inputAdvisor,Designs_ControlArmLabel,XPATH,(//td[text()='Control Arm'])[1],,
inputAdvisor,Designs_TreatmentArmLabel,XPATH,(//td[text()='Treatment Arm'])[1],,
inputAdvisor,Designs_EP1TTELabel,XPATH,(//td[text()='EP1 (Time to Event)'])[1],,
inputAdvisor,Designs_ArmsLabel,ID,lblNumberOfArms-0,,
inputAdvisor,Designs_StatisticalDesignDD,XPATH,//select[@id='statisticalDesign-0'],,
inputAdvisor,Designs_HypotesisDD,XPATH,"//select[@id=""hypothesis-0""]",,
inputAdvisor,Designs_TypeOneErrorInputField,XPATH,//input[@id='type1Error-0'],,
inputAdvisor,Designs_GeneralTab,XPATH,(//a[@id='general-tab'])[1],,
inputAdvisor,Designs_EarlyStoppingtab,XPATH,(//a[@id='early-stopping-tab'])[1],,
inputAdvisor,Designs_SSRTab,XPATH,(//a[@id='ssr-tab'])[1],,
inputAdvisor,Designs_TreatmentTab,XPATH,"//a[@id=""ts-tab""]",,
inputAdvisor,Designs_Early-InterimTab,XPATH,"(//a[@tabindex=""-1""])[1]",,
inputAdvisor,Designs_TreatmentSSRTab,XPATH,"(//a[@tabindex=""-1""])[2]",,
inputAdvisor,Designs_NumberofEventsLabel,ID,lblNumberOfEvents-0,,
inputAdvisor,Designs_SampleSizeLabel,ID,lblSampleSize-0,,
inputAdvisor,Designs_AlloationRatioLabel,ID,lblAllocationRatio-0,,
inputAdvisor,Designs_1SidedTypeLabel,ID,lbl1SidedType1Error-0,,
inputAdvisor,Designs_TestStatisticLabel,ID,lblTestStatistic-0,,
inputAdvisor,Designs_CriticalPointLabel,XPATH,//label[text()='Critical Point'],,
inputAdvisor,Response_leftpanellink,ID,leftPanel.response,,
inputAdvisor,Response_header,XPATH,//h2[text()='Response'],,
inputAdvisor,Response_Card1Label,XPATH,//button[text()='Response Card 1'],,
inputAdvisor,Response_AddResponse,ID,add-response-card,,
inputAdvisor,Response_PlanDD,ID,lblResponseSelectedPlan-0,,
inputAdvisor,Response_TargetpopLabel,XPATH,(//td[text()='Target Population'])[1],,
inputAdvisor,Response_ControlArmLabel,XPATH,(//td[text()='Control Arm'])[1],,
inputAdvisor,Response_TreatmentArmlabel,XPATH,(//td[text()='Treatment Arm'])[1],,
inputAdvisor,Response_EP1ttelabel,XPATH,(//td[text()='EP1 (Time to Event)'])[1],,
inputAdvisor,Response_DistributionLabel,ID,lblResponseDistributionTTE-0,,
inputAdvisor,Response_NoofPiecesLabel,ID,lblResponseNoOfHRPieces-0,,
inputAdvisor,Response_InputMethodDDLabel,ID,lblResponseHRInputMethod-0,,
inputAdvisor,Response_ByTimeInputFieldLabel,ID,lblColHdrByTime-0,,
inputAdvisor,Response_ControlInputFieldLabel,ID,lblResponseGeneralControl-0,,
inputAdvisor,Response_TreatmentInputFieldLabel,ID,lblResponseGeneralTreatment-0,,
inputAdvisor,Response_HazardRatioInputFieldLabel,ID,lblResponseGeneralHR-0,,
,,,,,
inputAdvisor,Enrollment_planLabel,ID,lblEnrollmentSelectedPlan-0,,
inputAdvisor,Enrollment_TargetPopulationLabel,XPATH,(//td[text()='Target Population'])[1],,
inputAdvisor,Enrollment_controlArmlabel,XPATH,(//td[text()='Control Arm'])[1],,
inputAdvisor,Enrollment_treatmentArmlabel,XPATH,(//td[text()='Treatment Arm'])[1],,
inputAdvisor,Enrollment_EP1ttelabel,XPATH,(//td[text()='EP1 (Time to Event)'])[1],,
inputAdvisor,Enrollment_AccuralTab,ID,accural-tab,,
inputAdvisor,Enrollment_type,ID,lblEnrollmentType-0,,
inputAdvisor,Enrollment_Global,ID,enrollment-periods,,
inputAdvisor,Enrollment_inputMethodlabel,ID,lblEnrollmentInputMethod-0,,
